review_count,state,year_month,stars.x
271,OR,2015-10,1
1065,GA,2015-03,4
1065,GA,2017-03,5
1065,GA,2016-02,3
1065,GA,2018-07,1
1065,GA,2009-08,5
84,FL,2017-11,5
54,FL,2015-08,5
67,GA,2017-10,2
1065,GA,2018-03,5
72,FL,2016-01,3
83,OH,2015-05,5
70,FL,2017-08,4
1065,GA,2016-05,3
1065,GA,2016-10,3
10,BC,2016-07,1
1065,GA,2017-09,4
1065,GA,2010-08,4
59,OH,2013-02,2
297,MA,2017-05,3
1065,GA,2011-11,2
1065,GA,2013-03,5
1065,GA,2017-09,2
271,OR,2018-05,4
297,MA,2016-09,4
297,MA,2015-09,5
297,MA,2017-10,3
210,TX,2015-10,2
1065,GA,2015-05,1
1065,GA,2018-07,4
135,CO,2010-12,4
72,FL,2015-06,1
84,FL,2016-03,5
1065,GA,2011-02,5
210,TX,2015-03,3
1065,GA,2018-06,5
1065,GA,2010-05,4
271,OR,2018-01,1
1065,GA,2016-03,5
1065,GA,2012-06,3
1065,GA,2015-03,4
297,MA,2017-05,1
55,FL,2015-12,4
54,FL,2017-05,4
1065,GA,2014-04,2
297,MA,2017-03,1
54,FL,2015-06,5
72,FL,2018-01,5
1065,GA,2018-08,5
1065,GA,2018-09,4
1065,GA,2011-05,4
72,FL,2017-10,3
83,OH,2016-08,1
22,FL,2015-03,5
93,TX,2008-06,3
1065,GA,2017-10,3
84,FL,2010-12,3
271,OR,2017-11,1
1065,GA,2014-04,3
1065,GA,2015-10,2
210,TX,2015-12,5
1065,GA,2015-05,4
1065,GA,2017-02,2
67,GA,2012-05,2
43,MA,2016-11,4
1065,GA,2018-03,5
83,OH,2016-04,1
84,FL,2015-04,3
1065,GA,2010-01,5
1065,GA,2015-12,4
67,GA,2017-05,1
210,TX,2014-04,5
1065,GA,2013-09,5
1065,GA,2017-07,1
1065,GA,2010-04,1
210,TX,2016-03,2
297,MA,2015-06,4
1065,GA,2014-04,4
210,TX,2013-06,4
1065,GA,2014-12,5
1065,GA,2014-04,4
93,TX,2014-06,3
1065,GA,2017-04,5
271,OR,2015-07,4
135,CO,2018-06,5
1065,GA,2010-09,4
83,OH,2018-09,4
1065,GA,2015-10,3
72,FL,2017-02,1
55,FL,2015-02,4
43,MA,2014-07,3
1065,GA,2013-06,4
135,CO,2016-06,5
1065,GA,2013-06,5
1065,GA,2014-12,5
297,MA,2015-12,2
54,FL,2016-07,5
1065,GA,2012-01,5
1065,GA,2016-05,3
84,FL,2016-04,3
84,FL,2018-05,5
43,MA,2010-05,2
210,TX,2009-11,5
1065,GA,2017-06,3
9,TX,2011-05,3
84,FL,2017-05,5
297,MA,2016-05,4
1065,GA,2010-12,5
84,FL,2015-02,3
297,MA,2018-03,5
271,OR,2017-10,2
1065,GA,2018-05,5
135,CO,2011-01,5
297,MA,2015-04,5
49,FL,2016-09,2
135,CO,2012-02,4
135,CO,2018-05,5
1065,GA,2013-11,5
1065,GA,2013-01,3
1065,GA,2009-01,4
22,FL,2013-11,5
297,MA,2015-06,4
271,OR,2018-08,3
297,MA,2014-12,5
84,FL,2016-06,5
271,OR,2015-03,4
297,MA,2015-04,5
83,OH,2013-10,2
67,GA,2014-01,4
271,OR,2016-07,4
1065,GA,2009-03,5
1065,GA,2015-04,5
1065,GA,2016-03,4
10,BC,2016-07,1
1065,GA,2017-07,5
271,OR,2016-02,4
135,CO,2015-04,5
24,GA,2018-05,1
84,FL,2016-02,4
67,GA,2015-08,1
210,TX,2014-06,2
43,MA,2013-07,3
271,OR,2015-03,3
1065,GA,2016-01,4
49,FL,2012-07,2
297,MA,2014-09,4
297,MA,2015-02,5
1065,GA,2011-06,5
135,CO,2017-06,1
271,OR,2016-02,1
271,OR,2017-01,1
1065,GA,2010-06,4
297,MA,2015-08,5
1065,GA,2009-08,5
1065,GA,2013-11,5
271,OR,2017-06,2
1065,GA,2014-03,4
1065,GA,2016-01,1
297,MA,2015-03,3
1065,GA,2010-05,5
297,MA,2017-02,4
93,TX,2015-12,1
1065,GA,2017-03,5
1065,GA,2009-11,5
1065,GA,2012-11,4
49,FL,2017-12,3
1065,GA,2017-02,5
67,GA,2015-05,1
1065,GA,2015-08,3
297,MA,2014-08,4
1065,GA,2014-11,3
271,OR,2018-06,3
54,FL,2014-12,3
93,TX,2015-12,4
1065,GA,2013-08,3
1065,GA,2017-09,2
210,TX,2014-04,1
67,GA,2017-07,2
271,OR,2016-05,5
1065,GA,2018-05,1
9,TX,2016-09,4
271,OR,2017-05,1
1065,GA,2017-05,4
271,OR,2015-04,1
1065,GA,2014-01,3
135,CO,2012-12,4
1065,GA,2009-01,4
24,GA,2014-06,1
1065,GA,2017-05,5
59,OH,2012-11,1
84,FL,2015-07,4
1065,GA,2016-10,5
1065,GA,2015-07,4
24,GA,2016-10,3
1065,GA,2015-04,4
271,OR,2015-10,1
1065,GA,2016-01,5
135,CO,2011-07,2
1065,GA,2014-07,5
210,TX,2013-05,3
32,FL,2015-04,4
67,GA,2018-08,4
1065,GA,2015-03,5
1065,GA,2016-08,5
271,OR,2017-02,5
135,CO,2010-09,4
49,FL,2011-06,4
1065,GA,2017-06,5
210,TX,2013-10,3
210,TX,2009-11,5
297,MA,2017-09,1
1065,GA,2009-03,5
1065,GA,2014-01,4
93,TX,2016-02,5
1065,GA,2014-05,5
1065,GA,2016-10,2
1065,GA,2013-05,5
297,MA,2015-03,4
1065,GA,2016-08,1
72,FL,2014-03,2
93,TX,2016-07,2
297,MA,2017-02,2
271,OR,2015-10,4
84,FL,2016-06,2
135,CO,2010-06,5
1065,GA,2015-06,1
1065,GA,2009-04,4
1065,GA,2012-02,2
43,MA,2014-02,4
1065,GA,2014-01,5
93,TX,2017-02,3
43,MA,2013-08,2
135,CO,2014-12,5
84,FL,2014-12,4
1065,GA,2014-07,5
1065,GA,2018-07,5
271,OR,2015-08,4
93,TX,2014-08,4
72,FL,2017-12,4
1065,GA,2017-10,4
67,GA,2011-04,3
297,MA,2015-05,1
135,CO,2015-06,5
210,TX,2016-09,5
1065,GA,2012-11,5
135,CO,2014-05,5
93,TX,2018-02,5
1065,GA,2012-04,4
135,CO,2016-01,5
1065,GA,2017-12,5
72,FL,2016-12,3
297,MA,2016-06,2
1065,GA,2018-04,5
1065,GA,2018-02,4
43,MA,2012-08,4
1065,GA,2009-06,3
1065,GA,2015-11,3
135,CO,2007-07,2
210,TX,2008-06,4
1065,GA,2010-03,4
55,FL,2015-04,5
1065,GA,2014-01,4
1065,GA,2010-06,3
210,TX,2015-03,4
1065,GA,2009-04,4
1065,GA,2017-06,5
84,FL,2017-06,5
1065,GA,2018-06,2
1065,GA,2014-02,5
1065,GA,2012-09,4
271,OR,2017-11,1
1065,GA,2013-11,4
135,CO,2016-06,5
1065,GA,2013-06,4
1065,GA,2018-05,5
210,TX,2014-01,5
135,CO,2016-04,5
297,MA,2015-08,5
271,OR,2017-07,3
1065,GA,2015-09,4
1065,GA,2017-02,4
297,MA,2014-11,4
210,TX,2018-01,4
1065,GA,2017-09,5
271,OR,2017-06,4
1065,GA,2010-12,5
83,OH,2014-04,2
1065,GA,2017-02,5
1065,GA,2013-04,5
135,CO,2012-02,5
210,TX,2016-09,1
1065,GA,2018-05,3
1065,GA,2015-01,5
135,CO,2014-10,1
1065,GA,2014-10,1
271,OR,2018-07,2
1065,GA,2016-12,5
1065,GA,2018-05,4
271,OR,2018-04,3
271,OR,2015-04,1
93,TX,2015-07,2
93,TX,2018-06,2
297,MA,2014-09,4
1065,GA,2017-12,3
1065,GA,2018-07,1
297,MA,2018-02,4
271,OR,2015-03,1
297,MA,2016-07,3
1065,GA,2017-05,5
1065,GA,2013-10,5
1065,GA,2014-12,4
1065,GA,2013-11,5
1065,GA,2015-11,5
1065,GA,2010-04,5
55,FL,2014-12,1
1065,GA,2017-03,5
297,MA,2017-04,4
210,TX,2011-09,4
1065,GA,2018-02,2
72,FL,2015-07,1
59,OH,2012-10,1
1065,GA,2018-06,5
1065,GA,2009-11,4
70,FL,2017-07,2
297,MA,2016-10,1
1065,GA,2016-08,2
1065,GA,2012-03,4
1065,GA,2016-11,5
1065,GA,2014-04,4
1065,GA,2013-03,5
135,CO,2013-11,3
1065,GA,2017-09,4
210,TX,2009-07,5
135,CO,2018-04,5
210,TX,2011-03,3
297,MA,2017-05,1
271,OR,2015-05,4
271,OR,2015-04,1
72,FL,2016-10,1
1065,GA,2012-05,3
271,OR,2016-03,3
1065,GA,2018-02,3
1065,GA,2013-02,4
1065,GA,2017-09,1
297,MA,2018-01,4
1065,GA,2015-12,3
210,TX,2013-07,4
135,CO,2018-08,5
84,FL,2018-01,3
1065,GA,2017-11,4
1065,GA,2013-01,5
1065,GA,2016-01,1
1065,GA,2015-08,3
297,MA,2016-08,4
83,OH,2014-12,3
1065,GA,2013-05,3
1065,GA,2013-12,4
210,TX,2010-06,4
297,MA,2017-08,5
297,MA,2015-06,4
135,CO,2016-10,5
1065,GA,2013-10,4
1065,GA,2015-09,5
93,TX,2015-10,1
1065,GA,2017-09,3
70,FL,2018-08,5
1065,GA,2017-11,5
1065,GA,2017-08,4
67,GA,2017-12,2
1065,GA,2017-04,3
210,TX,2013-03,5
210,TX,2010-02,3
135,CO,2008-07,3
32,FL,2015-09,5
54,FL,2017-01,2
1065,GA,2010-01,4
210,TX,2016-09,4
72,FL,2016-12,1
43,MA,2018-05,2
1065,GA,2009-11,4
271,OR,2017-03,4
135,CO,2011-05,5
271,OR,2018-05,1
1065,GA,2014-08,4
210,TX,2018-05,5
1065,GA,2017-08,5
271,OR,2016-01,1
84,FL,2014-11,3
1065,GA,2015-05,5
54,FL,2016-02,5
1065,GA,2015-07,3
1065,GA,2013-10,4
1065,GA,2017-08,1
1065,GA,2016-03,3
210,TX,2016-06,4
210,TX,2009-11,4
1065,GA,2009-08,4
72,FL,2018-03,2
135,CO,2015-05,3
1065,GA,2017-03,5
55,FL,2015-02,4
210,TX,2011-11,4
1065,GA,2017-02,4
1065,GA,2010-04,4
1065,GA,2015-04,3
24,GA,2014-04,2
72,FL,2017-10,5
1065,GA,2018-10,5
1065,GA,2015-06,4
297,MA,2014-08,3
1065,GA,2015-07,2
1065,GA,2012-07,5
1065,GA,2017-07,3
271,OR,2015-03,4
1065,GA,2011-08,5
271,OR,2017-12,2
55,FL,2009-03,1
70,FL,2017-08,2
93,TX,2015-05,1
297,MA,2018-08,3
1065,GA,2015-08,4
59,OH,2018-01,4
84,FL,2011-06,4
297,MA,2015-10,5
135,CO,2009-04,4
297,MA,2016-10,5
1065,GA,2016-04,5
1065,GA,2018-06,4
22,FL,2015-05,5
297,MA,2014-09,1
22,FL,2015-09,2
271,OR,2018-03,1
135,CO,2018-10,4
49,FL,2017-11,5
271,OR,2018-04,1
210,TX,2014-03,1
1065,GA,2015-08,4
1065,GA,2013-11,3
93,TX,2017-09,4
271,OR,2015-04,3
1065,GA,2017-01,5
135,CO,2016-06,4
84,FL,2014-07,4
55,FL,2014-04,2
297,MA,2018-09,5
1065,GA,2017-12,4
1065,GA,2018-03,4
10,BC,2012-08,5
1065,GA,2014-10,4
135,CO,2017-06,1
24,GA,2014-04,2
43,MA,2012-04,2
72,FL,2016-07,2
1065,GA,2014-03,1
1065,GA,2013-11,4
210,TX,2017-08,3
1065,GA,2010-06,4
1065,GA,2009-03,3
1065,GA,2011-01,4
1065,GA,2013-10,5
271,OR,2015-06,4
271,OR,2018-03,2
210,TX,2011-06,1
210,TX,2009-06,3
1065,GA,2015-10,4
67,GA,2017-05,1
1065,GA,2009-11,5
93,TX,2016-04,5
271,OR,2015-09,4
135,CO,2008-10,5
271,OR,2015-04,3
135,CO,2014-11,4
297,MA,2018-01,5
1065,GA,2017-10,1
55,FL,2016-02,3
22,FL,2013-09,1
83,OH,2015-10,5
1065,GA,2016-11,5
1065,GA,2017-04,5
1065,GA,2012-10,5
72,FL,2015-10,1
70,FL,2017-02,4
297,MA,2017-03,4
1065,GA,2014-08,5
1065,GA,2015-10,5
9,TX,2014-11,4
83,OH,2014-12,4
1065,GA,2014-12,4
59,OH,2015-07,2
1065,GA,2011-11,4
67,GA,2015-04,4
271,OR,2015-09,5
297,MA,2015-08,3
1065,GA,2010-10,5
22,FL,2016-07,2
1065,GA,2013-08,4
297,MA,2015-06,5
1065,GA,2014-07,4
135,CO,2007-02,4
55,FL,2011-07,3
1065,GA,2014-06,4
271,OR,2016-06,3
1065,GA,2014-08,5
84,FL,2013-08,5
297,MA,2016-03,3
1065,GA,2017-04,4
1065,GA,2018-07,2
1065,GA,2013-09,5
49,FL,2017-12,5
93,TX,2012-07,4
49,FL,2013-06,5
1065,GA,2014-08,5
271,OR,2015-09,5
297,MA,2018-02,3
1065,GA,2011-01,3
49,FL,2015-05,3
135,CO,2012-02,4
135,CO,2013-11,5
49,FL,2013-03,4
55,FL,2012-07,2
1065,GA,2015-08,5
1065,GA,2014-08,5
22,FL,2011-11,5
135,CO,2007-02,4
210,TX,2012-02,4
297,MA,2014-09,4
1065,GA,2011-06,4
54,FL,2015-03,4
210,TX,2010-04,4
32,FL,2017-10,1
84,FL,2016-12,5
1065,GA,2017-11,5
84,FL,2017-10,5
297,MA,2018-01,5
1065,GA,2013-07,4
70,FL,2018-03,5
1065,GA,2015-12,5
1065,GA,2009-04,4
49,FL,2016-01,3
210,TX,2017-07,4
1065,GA,2015-12,4
1065,GA,2017-06,5
1065,GA,2014-07,4
10,BC,2013-09,1
297,MA,2018-01,3
43,MA,2015-08,3
43,MA,2013-06,4
271,OR,2015-04,3
1065,GA,2013-07,5
297,MA,2018-04,4
49,FL,2016-05,1
1065,GA,2016-01,4
1065,GA,2017-02,2
297,MA,2014-10,5
1065,GA,2017-01,1
1065,GA,2014-11,5
93,TX,2018-01,2
1065,GA,2017-11,3
1065,GA,2018-06,1
1065,GA,2011-12,4
297,MA,2014-10,4
1065,GA,2009-11,4
1065,GA,2018-08,5
1065,GA,2018-06,5
1065,GA,2015-03,5
1065,GA,2017-10,4
22,FL,2018-06,1
210,TX,2013-02,4
93,TX,2017-11,5
59,OH,2014-06,3
210,TX,2017-03,5
1065,GA,2015-12,5
1065,GA,2018-01,4
1065,GA,2014-08,5
1065,GA,2016-04,2
1065,GA,2015-10,4
1065,GA,2012-01,1
135,CO,2008-10,4
72,FL,2017-11,1
83,OH,2012-09,2
70,FL,2017-12,1
55,FL,2015-07,5
59,OH,2017-04,2
271,OR,2015-05,3
1065,GA,2009-07,4
1065,GA,2017-12,5
1065,GA,2013-09,5
135,CO,2012-03,3
70,FL,2017-09,5
210,TX,2017-11,5
297,MA,2016-10,2
210,TX,2008-12,5
72,FL,2017-02,1
72,FL,2010-11,1
1065,GA,2016-01,4
135,CO,2013-09,2
1065,GA,2017-01,5
67,GA,2017-03,1
84,FL,2015-08,3
1065,GA,2014-10,4
1065,GA,2018-03,1
1065,GA,2017-05,4
1065,GA,2015-06,5
210,TX,2010-06,5
210,TX,2011-01,4
59,OH,2016-03,2
54,FL,2017-08,5
271,OR,2016-09,5
1065,GA,2016-10,4
135,CO,2015-06,5
297,MA,2016-03,5
1065,GA,2011-01,4
84,FL,2016-12,5
1065,GA,2014-04,2
1065,GA,2018-03,3
1065,GA,2016-01,4
1065,GA,2014-08,1
1065,GA,2010-12,4
67,GA,2014-03,3
1065,GA,2016-01,5
297,MA,2016-06,5
84,FL,2016-04,1
1065,GA,2009-03,3
1065,GA,2015-11,4
210,TX,2015-12,1
1065,GA,2010-12,4
1065,GA,2009-12,5
1065,GA,2011-10,4
72,FL,2016-01,1
83,OH,2013-10,3
1065,GA,2011-05,4
210,TX,2011-02,4
1065,GA,2012-08,4
84,FL,2015-12,4
297,MA,2014-12,5
93,TX,2018-01,4
83,OH,2018-08,1
1065,GA,2015-03,5
43,MA,2016-12,1
1065,GA,2015-06,4
297,MA,2018-04,5
1065,GA,2017-06,5
84,FL,2014-08,4
135,CO,2014-07,4
297,MA,2015-01,5
93,TX,2015-12,2
1065,GA,2016-09,5
210,TX,2013-03,4
1065,GA,2009-02,4
271,OR,2016-02,4
1065,GA,2017-06,5
1065,GA,2013-04,4
1065,GA,2017-01,2
83,OH,2010-10,3
1065,GA,2015-08,4
1065,GA,2009-11,3
1065,GA,2011-12,3
1065,GA,2009-09,5
297,MA,2018-03,4
32,FL,2018-06,1
32,FL,2014-10,5
1065,GA,2012-10,1
297,MA,2015-01,5
1065,GA,2012-12,4
83,OH,2015-09,3
67,GA,2016-11,2
297,MA,2016-09,1
1065,GA,2013-12,4
32,FL,2018-03,4
93,TX,2017-11,2
1065,GA,2015-12,4
1065,GA,2017-04,4
1065,GA,2018-02,4
1065,GA,2013-05,3
59,OH,2015-10,2
93,TX,2015-10,2
55,FL,2015-05,3
1065,GA,2016-05,5
1065,GA,2018-01,4
43,MA,2012-03,4
271,OR,2017-06,4
1065,GA,2018-05,5
83,OH,2016-04,5
72,FL,2015-11,4
67,GA,2009-01,3
135,CO,2017-01,5
1065,GA,2014-07,4
210,TX,2009-01,5
210,TX,2017-11,1
210,TX,2015-02,5
271,OR,2015-09,5
1065,GA,2017-06,4
135,CO,2011-11,1
54,FL,2012-01,4
1065,GA,2018-01,3
1065,GA,2018-07,4
297,MA,2016-02,4
1065,GA,2015-05,5
72,FL,2015-10,1
271,OR,2015-05,4
43,MA,2015-04,2
70,FL,2017-11,4
1065,GA,2010-08,3
1065,GA,2012-07,4
1065,GA,2017-07,5
135,CO,2010-06,2
297,MA,2017-09,5
84,FL,2016-06,2
271,OR,2017-06,1
49,FL,2015-04,2
1065,GA,2011-12,4
1065,GA,2015-06,4
1065,GA,2014-10,2
93,TX,2014-08,3
49,FL,2017-04,3
72,FL,2018-06,3
1065,GA,2015-07,5
1065,GA,2015-10,5
67,GA,2015-03,4
1065,GA,2017-07,3
135,CO,2010-07,5
210,TX,2016-09,3
297,MA,2015-06,5
1065,GA,2011-09,4
1065,GA,2018-08,1
1065,GA,2016-05,3
1065,GA,2009-01,5
1065,GA,2017-06,3
1065,GA,2011-11,4
83,OH,2018-02,4
1065,GA,2013-12,5
210,TX,2018-01,5
83,OH,2016-03,1
55,FL,2016-03,3
297,MA,2016-08,3
1065,GA,2014-10,3
93,TX,2014-10,4
210,TX,2011-04,2
1065,GA,2017-05,2
210,TX,2008-11,4
135,CO,2014-04,1
55,FL,2016-07,3
34,BC,2018-10,5
1065,GA,2015-08,4
59,OH,2014-09,3
210,TX,2016-05,5
1065,GA,2011-07,2
210,TX,2012-03,4
210,TX,2012-12,1
1065,GA,2013-05,5
1065,GA,2015-12,2
210,TX,2017-08,1
10,BC,2011-02,3
70,FL,2017-01,4
59,OH,2016-08,3
297,MA,2016-11,4
1065,GA,2016-04,4
1065,GA,2011-07,4
1065,GA,2013-03,4
1065,GA,2016-06,1
1065,GA,2015-03,4
210,TX,2016-06,2
1065,GA,2017-04,5
54,FL,2018-07,4
67,GA,2014-01,3
1065,GA,2012-12,5
135,CO,2015-12,4
43,MA,2012-03,5
1065,GA,2009-09,3
1065,GA,2014-04,5
54,FL,2013-10,5
1065,GA,2017-08,4
1065,GA,2017-01,4
1065,GA,2016-09,4
1065,GA,2017-08,5
59,OH,2015-02,1
55,FL,2015-12,4
93,TX,2017-08,5
1065,GA,2010-02,5
1065,GA,2011-12,5
1065,GA,2016-01,5
1065,GA,2014-01,5
59,OH,2013-03,2
84,FL,2018-07,5
55,FL,2017-08,5
83,OH,2017-07,1
271,OR,2015-04,3
1065,GA,2013-06,4
1065,GA,2016-08,5
84,FL,2015-10,3
84,FL,2014-12,4
1065,GA,2018-01,3
84,FL,2015-01,4
1065,GA,2016-04,4
10,BC,2017-10,2
1065,GA,2016-04,5
54,FL,2014-12,2
1065,GA,2013-05,4
210,TX,2010-02,4
210,TX,2014-08,1
43,MA,2017-02,5
22,FL,2008-07,5
135,CO,2015-06,5
1065,GA,2017-08,2
84,FL,2016-07,5
1065,GA,2014-04,3
1065,GA,2010-02,4
271,OR,2018-04,1
72,FL,2017-10,5
93,TX,2018-09,5
1065,GA,2014-07,5
271,OR,2016-05,5
1065,GA,2015-10,5
1065,GA,2013-10,5
1065,GA,2015-07,5
271,OR,2015-09,1
83,OH,2008-07,4
271,OR,2017-02,1
93,TX,2018-12,1
54,FL,2012-01,4
67,GA,2015-06,1
271,OR,2015-06,3
297,MA,2015-07,5
1065,GA,2015-08,1
67,GA,2017-09,2
72,FL,2018-06,1
297,MA,2016-08,2
54,FL,2012-05,3
59,OH,2012-12,1
271,OR,2015-05,5
1065,GA,2011-02,3
1065,GA,2013-12,4
1065,GA,2016-03,5
297,MA,2015-01,3
297,MA,2016-09,1
1065,GA,2016-01,5
93,TX,2015-05,4
54,FL,2016-04,5
43,MA,2018-07,5
271,OR,2017-06,1
210,TX,2010-09,3
83,OH,2008-08,3
297,MA,2016-09,4
271,OR,2015-03,1
55,FL,2014-05,2
1065,GA,2018-04,3
297,MA,2016-05,5
210,TX,2016-06,4
59,OH,2015-01,3
1065,GA,2016-01,5
1065,GA,2013-10,4
1065,GA,2015-02,1
1065,GA,2018-01,4
271,OR,2015-03,1
55,FL,2014-07,4
1065,GA,2016-07,5
135,CO,2014-07,5
1065,GA,2014-03,3
83,OH,2011-06,3
271,OR,2016-09,2
1065,GA,2018-02,5
84,FL,2017-07,4
1065,GA,2009-01,5
1065,GA,2011-12,4
1065,GA,2015-11,5
93,TX,2015-05,1
1065,GA,2013-02,5
297,MA,2015-05,5
70,FL,2017-01,1
93,TX,2014-03,1
210,TX,2016-12,5
271,OR,2017-04,4
1065,GA,2015-04,5
1065,GA,2014-03,4
1065,GA,2016-05,5
83,OH,2015-11,2
1065,GA,2014-10,4
1065,GA,2013-01,2
1065,GA,2014-09,4
1065,GA,2015-05,4
210,TX,2015-03,2
54,FL,2014-08,3
93,TX,2018-09,1
1065,GA,2010-04,4
1065,GA,2013-12,4
210,TX,2011-03,4
1065,GA,2009-01,4
1065,GA,2012-01,5
210,TX,2015-03,1
210,TX,2013-12,3
43,MA,2018-06,5
297,MA,2018-06,1
1065,GA,2016-03,4
1065,GA,2012-10,5
297,MA,2015-07,5
297,MA,2017-11,1
297,MA,2016-02,4
1065,GA,2015-01,3
297,MA,2016-01,5
1065,GA,2017-05,5
297,MA,2017-11,4
1065,GA,2016-03,3
1065,GA,2018-07,3
297,MA,2015-12,3
1065,GA,2010-03,5
1065,GA,2010-08,4
297,MA,2015-04,4
84,FL,2013-11,2
93,TX,2010-01,4
210,TX,2016-05,3
93,TX,2013-11,5
1065,GA,2016-06,5
271,OR,2015-03,5
1065,GA,2010-03,4
1065,GA,2018-05,3
1065,GA,2012-10,5
1065,GA,2011-04,3
210,TX,2012-01,4
43,MA,2012-01,5
83,OH,2016-04,3
1065,GA,2014-09,5
1065,GA,2014-04,3
1065,GA,2010-11,3
297,MA,2018-08,4
55,FL,2017-01,4
271,OR,2016-06,4
1065,GA,2015-09,4
210,TX,2017-07,2
1065,GA,2013-01,5
210,TX,2007-08,4
1065,GA,2014-07,3
297,MA,2014-10,5
84,FL,2017-10,3
297,MA,2015-09,4
84,FL,2015-04,5
297,MA,2014-10,4
271,OR,2016-12,2
1065,GA,2017-09,1
1065,GA,2012-03,4
210,TX,2014-08,4
1065,GA,2012-01,4
1065,GA,2013-11,4
210,TX,2016-07,1
1065,GA,2015-01,5
271,OR,2015-03,1
1065,GA,2017-04,5
297,MA,2014-10,4
210,TX,2018-01,5
1065,GA,2015-10,5
210,TX,2011-03,4
1065,GA,2018-04,1
210,TX,2010-07,4
1065,GA,2016-04,4
135,CO,2012-07,4
1065,GA,2015-11,4
24,GA,2017-05,4
1065,GA,2014-10,5
1065,GA,2019-01,2
70,FL,2017-12,1
1065,GA,2015-12,5
1065,GA,2018-03,5
297,MA,2017-03,4
67,GA,2018-11,4
1065,GA,2017-08,5
43,MA,2010-02,3
297,MA,2018-06,5
1065,GA,2018-03,5
1065,GA,2009-04,4
135,CO,2013-01,5
271,OR,2015-03,1
59,OH,2018-09,5
1065,GA,2014-07,4
271,OR,2018-10,5
1065,GA,2015-10,4
1065,GA,2010-02,5
297,MA,2016-07,5
1065,GA,2016-01,5
210,TX,2007-11,4
271,OR,2016-08,4
297,MA,2017-08,5
49,FL,2017-02,3
84,FL,2017-11,5
49,FL,2013-01,5
93,TX,2013-08,4
72,FL,2012-01,1
67,GA,2009-09,2
84,FL,2011-11,4
135,CO,2016-02,5
93,TX,2017-01,2
83,OH,2016-04,4
84,FL,2013-11,2
59,OH,2016-02,1
1065,GA,2012-07,5
1065,GA,2009-02,4
271,OR,2015-05,1
1065,GA,2017-02,3
54,FL,2018-03,4
83,OH,2013-12,5
1065,GA,2015-03,3
271,OR,2016-03,2
53,TX,2019-06,5
297,MA,2015-10,5
93,TX,2017-09,1
1065,GA,2014-08,4
1065,GA,2009-01,4
72,FL,2019-07,5
43,MA,2012-01,5
1065,GA,2012-06,4
59,OH,2014-04,2
1065,GA,2008-11,4
1065,GA,2016-01,4
1065,GA,2011-12,3
1065,GA,2013-07,5
1065,GA,2011-06,4
1065,GA,2010-12,4
271,OR,2015-03,1
72,FL,2017-07,3
1065,GA,2013-11,5
1065,GA,2016-09,4
271,OR,2015-10,5
271,OR,2016-03,2
72,FL,2015-03,3
84,FL,2018-03,5
210,TX,2014-07,4
83,OH,2016-11,1
271,OR,2015-03,1
34,BC,2019-06,5
72,FL,2014-12,1
54,FL,2016-04,4
297,MA,2014-09,2
1065,GA,2012-01,5
210,TX,2010-08,5
1065,GA,2010-12,4
1065,GA,2015-04,4
1065,GA,2015-03,4
67,GA,2011-11,1
59,OH,2014-07,4
55,FL,2017-04,4
135,CO,2015-02,1
297,MA,2015-04,4
49,FL,2014-06,2
135,CO,2013-07,3
70,FL,2017-08,3
1065,GA,2012-05,5
1065,GA,2017-03,1
84,FL,2016-04,2
43,MA,2015-05,4
59,OH,2018-07,2
1065,GA,2013-10,5
49,FL,2016-02,1
93,TX,2016-02,5
1065,GA,2012-08,3
83,OH,2013-10,4
67,GA,2014-11,1
271,OR,2017-08,5
210,TX,2017-07,5
59,OH,2013-09,1
271,OR,2018-10,4
297,MA,2018-10,5
49,FL,2012-08,4
210,TX,2013-09,3
297,MA,2018-05,2
1065,GA,2015-04,4
43,MA,2012-10,3
1065,GA,2017-06,4
1065,GA,2018-02,1
297,MA,2014-10,4
1065,GA,2011-01,5
297,MA,2015-01,5
1065,GA,2015-02,1
210,TX,2017-02,5
1065,GA,2016-11,5
1065,GA,2018-08,1
72,FL,2019-01,1
1065,GA,2015-03,5
271,OR,2015-06,2
1065,GA,2016-08,5
297,MA,2014-08,5
1065,GA,2016-05,3
1065,GA,2015-06,4
43,MA,2013-08,5
271,OR,2018-06,1
22,FL,2017-12,1
297,MA,2018-08,5
297,MA,2016-08,1
1065,GA,2010-02,5
1065,GA,2009-10,5
1065,GA,2017-03,5
135,CO,2017-05,1
210,TX,2014-07,4
297,MA,2015-09,5
67,GA,2009-04,5
210,TX,2017-12,4
1065,GA,2013-09,5
1065,GA,2016-06,2
210,TX,2015-01,1
83,OH,2018-08,4
135,CO,2013-04,5
297,MA,2014-10,1
1065,GA,2016-10,4
1065,GA,2015-05,5
210,TX,2016-06,4
210,TX,2016-03,4
49,FL,2017-06,1
1065,GA,2017-07,5
1065,GA,2010-04,4
297,MA,2015-02,5
1065,GA,2018-10,5
297,MA,2015-05,1
1065,GA,2016-04,4
1065,GA,2017-04,1
297,MA,2014-08,1
93,TX,2018-02,5
67,GA,2019-05,5
271,OR,2015-05,3
271,OR,2015-11,1
93,TX,2009-01,2
1065,GA,2016-11,4
93,TX,2015-02,2
297,MA,2015-03,4
93,TX,2019-03,1
1065,GA,2019-05,4
1065,GA,2014-04,4
1065,GA,2009-04,4
84,FL,2015-02,3
93,TX,2016-02,5
